Node,Cost
245529,30
181236,18
65544,21
123716,19
169894,22
200639,25
195006,22
237052,22
216789,23
14589,14
259191,33
251071,28
128208,23
161356,25
81226,16
258216,28
110603,21
160635,24
131075,20
149570,20
88417,17
115960,19
162967,22
23119,17
138659,21
184673,23
17033,10
34624,16
41320,17
166188,19
83157,20
82486,22
29753,19
212681,24
180408,22
136798,17
135873,21
2127,11
153686,23
243,8
70939,17
1087,12
252273,28
8872,12
75209,19
57422,17
76059,19
126797,20
92785,21
9709,14
37517,14
71150,18
11504,18
64165,18
108379,19
78948,19
150013,25
244784,29
17886,11
104389,20
91721,20
197638,21
94573,18
202422,20
163784,22
242055,24
22862,15
112103,20
209749,25
39713,17
280,3
53401,18
50804,18
15227,13
67204,20
55454,15
42772,20
167481,21
39211,15
80497,19
77717,19
251023,24
219599,26
136558,16
127335,19
46938,17
97348,19
144372,16
250077,26
25487,17
58676,16
87654,19
164002,22
47948,21
228601,23
206637,23
113642,17
161249,22
126260,20
168764,21
216040,22
139462,23
91003,16
113187,18
241827,23
145995,20
245805,27
89983,21
81157,20
49311,15
116240,22
56424,17
131620,23
184340,23
173774,21
51526,22
136428,22
200411,20
28449,17
31001,18
150606,20
151697,23
3456,10
242225,24
125131,20
194352,22
180637,20
55249,16
244083,26
119205,22
9000,14
48345,15
192873,19
142623,22
50826,18
109514,15
100094,19
197280,21
114233,24
78148,20
83183,17
22708,21
145409,23
54370,15
171159,22
208554,25
50702,12
178700,22
244548,25
255342,32
95716,18
40829,16
62395,17
189067,22
37836,17
190047,22
178590,24
83891,16
171150,19
77936,18
159781,22
171965,22
80203,17
99387,17
1477,6
29812,15
148908,19
4047,13
121382,21
14990,13
242556,24
12113,14
248498,29
246474,29
17095,13
78195,18
16474,9
15711,13
85760,21
138759,17
135704,19
7444,11
146385,20
150297,24
14946,14
212557,25
4021,13
70665,18
41573,20
222929,24
201228,28
1973,8
104199,21
99766,18
34143,19
42452,17
67996,19
37885,16
231512,26
61604,20
258075,33
201042,20
39116,20
239094,24
260452,34
115348,19
4676,13
17764,16
55494,18
236934,23
47217,11
247281,28
141070,24
78383,21
34695,14
169768,24
58474,17
123279,23
191864,27
185592,23
76420,18
102735,18
224208,28
29530,18
30009,15
52444,19
219368,25
216855,27
3712,10
4470,13
197872,23
205401,24
65305,16
92689,21
176600,23
116205,20
204672,25
161064,22
95223,23
173953,25
138235,17
192669,22
193516,24
32980,14
101939,20
12714,15
63495,22
141340,25
36036,18
69642,19
218347,24
37988,19
70940,18
131301,19
134916,21
45588,18
140073,21
119135,25
140801,19
147774,18
36032,19
6244,10
220548,22
254270,23
90402,18
64731,20
74729,16
156469,21
123543,20
36954,16
258405,33
182211,18
62111,18
13676,14
72975,17
41886,19
99633,19
206740,24
133385,20
133404,20
130133,20
11758,15
13263,14
170128,24
173232,20
194272,22
174020,21
72363,17
27667,17
97810,19
182480,20
175431,21
213383,22
92711,19
173310,23
231160,24
102366,22
171777,24
219750,20
34068,15
188503,20
136357,21
40212,18
145388,22
162469,23
232329,26
129421,21
69288,22
233033,25
5016,10
170707,23
143052,19
6124,12
254131,28
180832,18
63894,21
51960,17
218138,21
186636,28
261,3
150878,20
74439,15
139904,20
246609,21
111689,20
197735,25
157265,23
169285,20
82583,20
134294,24
61105,19
216062,24
238004,26
212983,27
157428,24
80403,20
80847,16
35619,19
88485,18
140770,22
120736,23
141329,23
242426,26
69513,20
10812,8
249180,29
138421,20
132213,23
255595,27
5407,12
220405,23
261977,26
59233,19
126883,20
41400,18
199085,20
130645,22
4939,12
223671,28
193483,27
207956,25
258400,32
49948,20
153056,22
159116,16
66211,22
211755,24
245953,30
143902,21
69248,19
142979,22
140958,23
178084,17
238655,25
48973,20
234982,24
52106,20
113491,23
178497,23
115119,22
257077,31
256888,31
108367,20
258800,29
257153,30
88453,18
239656,25
237326,28
166865,20
75897,22
238207,22
139599,16
88769,21
39670,18
88966,20
91674,18
135948,19
83197,20
186948,22
187847,24
11032,19
83193,23
19962,15
40804,16
206182,21
31210,13
49860,18
167871,21
77454,20
51262,19
198803,23
110054,20
153002,24
252106,24
132779,15
149289,23
244756,27
242816,29
54470,14
88078,19
23198,16
85235,18
86447,21
50140,15
68277,21
233082,24
19971,12
218305,26
24243,13
176749,21
172514,22
220141,26
48031,20
56276,19
21035,16
108105,17
184338,23
169486,22
34986,15
156389,25
112417,17
70122,21
90482,16
124289,18
20875,18
239183,25
91807,22
238751,23
242525,24
175321,18
142156,20
207682,26
195106,21
10974,14
110063,17
238053,25
213049,21
201475,19
178342,20
46218,17
236447,25
59531,19
89291,16
213969,28
79897,17
164137,21
251966,28
9759,14
58068,15
137362,26
30069,17
51515,15
228360,26
114745,23
119816,17
56867,15
187356,20
245402,27
240828,25
158733,18
86604,18
48352,21
208662,23
14440,13
249289,28
155387,18
98355,20
165525,22
53728,20
42575,17
100173,18
206400,26
25942,17
149123,19
179239,22
49189,14
22790,19
184028,22
64437,17
204542,24
135935,21
166364,22
145178,17
211774,22
212897,24
48424,17
115665,20
190966,25
180292,26
224473,24
52512,16
115780,19
208152,25
128698,22
200141,23
202959,26
59623,15
11829,18
91861,16
33750,20
248322,29
150815,20
65652,19
160861,25
140905,19
121741,20
74367,21
89431,23
18853,13
47292,20
39340,16
74299,19
4371,10
58206,17
131846,18
131676,23
209808,23
16162,12
89145,20
240503,27
238779,21
156445,19
153952,22
103568,20
89108,19
45969,20
144671,20
195070,23
91111,20
152352,25
81116,22
137365,24
147068,21
149546,25
62556,18
240491,24
143098,22
176520,21
245789,26
73750,16
57215,19
61804,20
100374,20
45593,13
187599,25
256451,30
25861,15
204638,21
101723,17
36782,17
113576,20
96445,21
6405,9
39334,24
209814,24
216882,28
2866,8
66361,16
72408,15
216743,27
196850,24
157165,21
246216,26
221246,23
16533,11
194377,24
142043,23
85267,17
2974,7
26780,14
143616,23
149636,22
29783,12
176722,23
242073,23
129142,25
222620,24
245681,28
162524,25
39069,18
135903,21
167301,26
53835,17
56302,16
230064,27
42470,17
90869,15
165336,22
102135,21
12060,14
9871,13
4179,9
213829,27
243104,23
118728,19
3026,10
16417,16
23340,17
104486,18
65423,20
56803,21
61927,19
140401,20
126445,23
27206,15
80270,20
178333,17
42211,18
57670,15
232157,26
210224,26
5208,8
39087,19
116745,19
126748,20
61184,21
120937,20
210377,24
155770,23
225732,25
198265,25
61659,21
163326,21
116155,25
223389,25
144081,26
49525,19
54539,17
221671,24
247165,28
57669,15
245468,28
29895,19
17448,14
109534,20
192589,23
10940,15
35599,22
228801,24
159265,26
55719,17
216266,20
205868,24
105604,19
116458,17
195970,21
184843,21
125287,19
59455,21
11985,12
21624,15
155383,22
235599,23
250174,27
200744,22
23973,13
150124,21
209149,24
131277,22
221960,23
253249,25
127272,22
28421,18
165790,24
76120,16
206627,22
236851,26
45300,17
32769,15
245589,28
52995,19
241677,26
129076,18
114594,18
197608,19
189083,22
205709,22
132249,22
118683,21
1763,9
80114,16
152464,24
251148,23
106492,22
236993,26
196160,24
136720,16
172801,25
239730,24
247482,25
174279,21
94289,19
64719,22
239657,25
205174,27
7781,14
155537,20
53969,14
24805,13
102820,23
85070,22
171821,24
261211,39
157521,22
200801,25
190063,24
103483,17
68231,17
135040,19
151598,22
46123,17
141041,19
214980,22
196538,22
67721,15
178095,28
116749,20
97417,21
165848,24
93601,21
58962,15
116377,22
41951,17
56560,17
67699,18
176942,24
104152,20
123816,18
161414,23
206068,28
66945,19
117039,20
77322,17
137432,22
248762,25
188586,22
245729,28
132028,21
91915,20
135899,23
72750,18
135478,22
247423,26
18100,15
227333,23
109495,19
48942,19
220282,23
18145,14
21469,14
209013,21
99724,21
251559,28
47184,15
45549,17
20793,13
116655,20
49593,21
75892,21
115010,18
115891,22
61462,16
142737,21
234906,28
66886,20
10108,12
209641,21
87723,21
35763,19
117447,17
91016,19
31367,14
120056,21
155128,21
233092,20
62153,21
86722,17
256460,31
85767,19
138932,21
31840,13
156271,19
190174,25
156880,22
110946,21
194496,20
201841,23
84451,19
116753,22
79637,17
245744,25
60241,15
126427,19
59775,15
244334,24
8255,9
31982,15
162043,21
68168,17
151791,20
58137,16
132599,24
129733,23
49893,16
246903,27
72917,18
60447,19
63053,19
206940,16
188465,23
121561,23
47186,14
210702,28
82780,20
84627,21
30788,21
173905,23
2131,11
247106,25
236804,25
30680,17
254183,27
67276,19
25617,12
95644,20
177688,20
43608,19
211772,21
88043,18
35024,18
200047,23
180909,23
63833,15
196412,25
250817,27
210150,22
67380,18
146518,22
23131,18
223696,22
106694,20
246405,30
53634,14
200483,23
224304,26
65091,20
211648,25
261792,28
53360,17
209587,24
252640,32
35037,18
181602,24
248774,26
92338,17
140260,19
186992,24
54152,18
123096,21
179054,26
186405,22
4761,8
162725,23
260737,34
73013,19
239051,27
15626,14
106121,22
227869,29
227229,27
127536,21
183688,19
191483,18
21102,12
41453,19
102786,21
187141,24
109801,19
134405,21
131965,24
102622,21
146901,18
189882,23
210456,23
159820,20
240519,27
20270,15
36316,15
17677,11
79763,19
83820,17
203642,21
13994,16
198050,22
121765,22
173196,25
259297,33
198664,27
257656,35
61021,20
79965,22
228028,24
133742,19
256244,28
189009,21
29915,16
216069,21
156510,23
159423,21
195213,26
110415,20
4306,9
122381,18
79722,20
162212,21
196220,24
178043,25
261202,40
67162,20
92481,20
227407,26
240245,25
123398,17
255989,25
67533,21
217862,23
106761,23
9121,12
60456,19
256401,29
115055,22
98224,20
166523,23
128248,20
79848,22
186404,23
84633,16
235205,26
119020,13
81904,19
191695,23
60677,16
200215,25
85172,21
152417,23
91734,22
62827,16
73804,18
180486,21
148685,24
190462,24
186096,25
138795,26
115237,21
25694,14
100074,20
99484,20
101042,21
171952,25
104599,21
153328,23
196116,26
156078,23
178134,24
5997,12
167612,24
121069,18
179999,20
198715,25
5248,11
180860,22
167681,22
182579,21
161172,23
194478,23
234061,26
245127,23
214444,28
207681,21
103605,18
159777,24
67373,20
10129,16
170981,21
21435,16
49352,20
144552,22
241712,26
255822,29
78488,16
14868,15
124294,19
145992,23
220258,29
41502,18
70196,20
259141,33
166741,20
237589,25
237480,26
969,9
139353,18
53528,18
137976,20
194201,23
253842,29
110798,21
142175,24
171835,13
94761,22
81172,22
16148,13
41005,18
261098,41
19082,13
198890,21
181220,23
49070,19
30196,13
187885,19
62771,20
6943,14
192779,21
167741,23
165953,20
37646,17
231941,25
103241,19
90655,21
198343,24
236195,20
137527,21
63529,17
119547,19
173621,23
169995,23
15886,18
43901,11
198481,24
60166,17
76897,22
172172,17
121162,21
117152,18
87527,18
130023,20
252314,30
114892,22
67483,12
167031,25
206098,26
21357,18
223550,23
101087,22
28588,13
107336,18
63128,20
152716,23
170719,23
109497,20
224185,24
118021,16
10259,16
238543,28
195919,28
201576,26
62428,20
218727,24
236405,26
107567,19
67768,17
29565,19
222580,24
16780,13
211092,20
93009,19
111650,20
77588,17
17069,13
134611,21
261774,21
207614,21
218193,23
181073,24
73959,16
1453,13
224706,29
1984,7
197824,29
256480,27
74594,18
235047,26
61906,19
224792,26
130235,18
129687,19
12637,16
234550,28
65828,24
1834,8
81006,17
23576,15
106880,17
88260,18
58428,20
255659,26
44962,17
100964,21
203914,22
181259,23
144480,25
127985,22
18233,15
136827,18
47890,13
173394,23
154340,18
67926,21
109170,16
74629,19
193086,20
147537,22
235081,25
136110,20
197178,24
252303,27
247049,27
200943,27
109302,14
87955,20
113420,21
188866,25
256930,30
169667,19
218299,21
151998,18
34894,15
7235,14
200762,22
42151,16
233660,25
114717,22
132986,23
93930,27
229748,25
76425,21
124066,21
41315,16
124466,22
108349,22
97254,19
122388,16
186376,24
163366,25
51480,15
108922,21
20927,16
83119,21
62695,17
156162,24
88481,19
201218,24
178606,22
171834,13
186878,23
114123,16
234267,27
186869,22
93990,18
77452,16
221012,24
47899,21
157071,21
90895,24
166560,26
4014,9
52467,17
11031,15
57610,20
194078,20
210109,20
55080,18
137060,22
22277,15
238888,27
148647,19
222404,22
39156,12
29121,17
223714,22
87764,23
218562,24
46505,17
40342,18
161975,20
167707,20
232271,24
189347,24
35737,20
227018,26
189203,27
172408,22
179821,23
24448,16
26084,16
224069,22
63896,19
119447,18
125422,21
84413,24
84507,18
205964,25
217140,26
45358,18
38229,17
80584,22
92905,22
9707,17
255286,27
239990,24
239121,30
14942,18
220066,28
15389,12
76295,13
83057,17
58821,21
13449,17
239707,26
52753,24
112470,26
197217,21
82167,20
231439,27
42739,16
82602,17
171088,17
121821,19
95620,19
190620,21
244682,24
114786,19
105422,20
52283,18
153634,22
226521,23
183811,20
189622,22
150572,20
46052,15
57771,15
233569,28
109547,18
197269,25
3759,9
70091,17
213327,25
86437,19
42177,21
129522,23
146143,23
150887,19
121655,20
215259,23
102031,21
392,7
229766,25
2807,13
218536,21
28054,14
26166,11
67718,17
205560,22
13224,12
141082,24
253669,26
238165,29
287,5
36125,19
129243,22
245197,28
192012,21
189721,24
183826,19
1008,9
138276,18
136197,18
103149,17
196665,24
96680,15
204501,24
46110,16
78548,17
188578,23
220857,23
9959,11
198507,22
134345,19
61224,17
4337,13
56598,19
108134,21
241360,26
108361,18
48543,19
88799,19
12061,13
67990,18
236076,25
133891,23
83198,20
106583,19
147347,20
182795,17
40882,15
218718,24
209498,24
22279,15
39970,18
155948,19
130097,18
133856,20
87279,20
174662,24
71528,18
106399,15
144462,21
42118,18
117206,19
106794,14
157783,21
85714,24
15113,17
245512,25
255479,25
78720,18
14420,11
29496,15
229161,27
66848,18
235206,24
29112,14
252790,28
66049,15
126434,20
261661,20
53931,20
72122,21
222892,25
203469,23
239470,27
6847,12
185981,23
239994,25
2708,7
243588,24
260190,35
230635,23
8833,15
108079,14
56119,15
48071,17
135073,20
183010,23
251391,30
114332,20
155443,19
47477,20
123015,18
147946,25
87931,22
113766,23
232208,24
111731,19
199719,25
191748,22
146697,23
126011,24
231993,25
125919,21
18905,12
143715,20
61984,16
124669,21
193669,24
238634,26
3215,12
134079,19
112546,22
67404,18
86336,16
175442,20
38615,17
120057,22
198357,25
252168,29
167790,22
110966,16
53334,14
159684,19
201138,21
207684,19
187778,22
108995,20
102304,20
226095,21
111994,20
214830,28
247956,29
64727,20
85813,20
95651,21
219321,22
86597,18
50669,14
205734,30
62587,20
65970,19
135489,19
198674,27
144962,22
158075,20
14877,14
56527,20
10318,9
188052,22
158354,23
237293,25
38159,15
85013,14
161725,22
236130,29
217722,23
16589,10
150903,19
235135,28
64969,16
75058,22
249616,22
197499,23
212549,26
106731,21
237255,29
55504,17
188428,20
185585,22
33164,18
212143,24
203473,20
205783,24
57622,22
67884,19
251177,22
71995,17
89834,18
130414,20
140443,20
188215,23
174222,25
120922,19
193224,23
169348,22
133515,15
81512,16
168522,22
65523,16
73712,17
213457,20
213550,25
201673,23
157013,19
157488,20
191023,26
29520,18
112077,21
95567,23
173263,21
237113,25
47703,17
253577,27
64017,17
201713,23
37140,14
105376,18
66459,14
90931,20
233364,27
212816,21
229512,22
40474,17
97455,19
240405,24
108339,23
76001,17
166494,21
86751,15
188657,20
60802,20
176364,20
235091,22
144624,20
251392,31
5295,7
123079,23
211051,23
255409,27
71243,18
136081,20
107686,19
7907,16
76289,21
208043,23
26821,16
177469,18
156939,20
5339,12
29361,15
210485,21
23652,13
1606,13
5060,15
174089,22
32861,14
18469,14
172378,20
141225,18
236410,22
205092,20
140827,20
145591,27
179673,16
135743,17
85464,21
78159,16
220737,24
3402,12
41383,14
220176,23
215469,27
23059,14
121807,18
172205,24
170259,23
85961,19
133242,22
225146,26
258023,31
156529,21
192010,22
16759,19
238776,25
112466,16
75651,11
40302,16
166733,19
234820,21
120429,22
159937,23
235480,24
146474,22
9580,14
36576,13
115709,17
147879,22
71509,22
208823,21
112051,18
77300,19
207918,23
191054,23
184608,19
43200,16
248421,24
97867,18
197040,24
143477,19
140741,22
241166,23
193719,21
150222,21
41635,15
198655,25
170668,20
52635,13
137879,20
84705,22
165663,23
238911,28
234195,25
244533,23
28297,18
154610,22
45263,17
244046,28
26026,19
15431,14
53577,18
81808,18
96250,17
148018,18
255832,29
3213,14
252856,30
257375,31
10159,13
211415,23
189968,26
211323,28
163079,20
49344,19
21430,17
121454,20
35439,17
116361,21
238254,28
150549,22
182652,24
174844,23
101008,20
198818,22
233147,24
9162,10
77574,21
215251,23
146915,17
35316,14
8346,12
51015,16
27285,11
4288,16
123757,19
194249,21
210827,19
57282,22
170185,20
95215,22
181981,20
20662,12
6991,18
191147,23
23902,18
220552,24
93607,19
161400,21
167237,23
170726,21
37569,17
58596,17
163296,21
143183,22
25338,14
71036,17
133138,21
233790,24
37247,16
87330,20
132109,23
261590,61
81316,17
219883,24
48935,18
141039,19
98460,21
260543,32
225728,25
118326,22
46630,15
94986,23
84882,17
261247,43
17313,18
167040,19
239495,30
74472,20
199489,21
142827,12
239611,22
162655,21
176558,23
42388,20
163063,17
219644,18
117740,18
107467,17
243964,22
62483,22
251997,26
99714,19
79579,22
259127,30
257937,28
194014,20
65800,20
102838,18
155086,22
376,8
27871,15
87503,23
103821,19
126417,22
27191,16
204506,23
184430,22
80759,16
195614,23
53432,16
247020,26
122393,19
59403,18
239425,26
59401,19
244460,27
240487,27
158917,20
26768,18
220368,29
85066,19
11037,13
106256,20
17146,14
33209,14
15738,16
200504,20
215576,22
194368,24
187857,25
85151,22
100402,18
145881,25
164579,26
141464,21
46827,14
98786,18
122756,21
236885,29
185723,27
236046,20
151701,23
119117,16
125042,19
109667,24
246974,28
90732,17
172157,20
142222,22
48695,19
2875,7
125258,22
116986,19
182310,23
122976,21
124590,18
156731,22
110549,23
218964,22
248165,29
18097,18
220632,24
149831,23
71511,22
198390,25
66130,18
2659,11
59950,16
105612,19
159993,25
122420,20
57986,21
190313,22
121029,23
85840,19
8396,12
114266,20
26253,16
193147,21
217308,13
41995,17
37466,19
173201,24
249934,26
204649,22
116540,20
38225,17
56533,18
232990,23
25069,15
35602,19
123360,19
252828,29
226347,23
153640,19
22311,16
127861,20
56232,17
67402,17
109199,20
33701,19
218787,26
181183,22
114118,19
241794,24
224143,23
40031,15
24683,11
22621,16
33559,14
136845,23
223218,23
113250,22
43310,19
100531,23
234606,25
196670,21
44489,22
131081,21
105910,25
215383,27
77828,17
5188,13
77467,20
53696,15
31152,14
48428,15
244937,30
36086,19
99299,20
157073,21
119166,21
218356,23
200646,25
258541,30
95974,15
107571,23
13613,14
148957,20
112361,20
103849,21
233322,25
218194,21
78884,23
224079,25
219325,24
106310,19
42093,14
237213,23
72600,22
90810,22
157493,20
55460,10
167658,21
131606,23
132101,17
95682,22
41659,19
12304,16
108903,21
133920,22
120443,20
169044,17
196579,22
49779,13
68290,16
243497,26
142488,20
40997,19
193763,22
251882,25
125961,18
167491,20
152999,20
207830,24
17742,13
48629,13
32221,17
92253,21
9305,14
60983,21
25693,14
119765,21
37973,13
66294,15
51579,18
131050,24
64601,17
150041,21
226455,19
37610,16
148560,21
146280,20
261497,51
217870,25
39550,13
83936,20
70441,19
240466,27
253471,23
176247,19
225149,22
255618,28
151862,23
1074,11
56042,13
232717,27
90327,17
127105,20
57238,16
206919,22
14903,13
99,3
115,6
174721,22
58629,17
214137,24
28066,15
149653,23
116485,21
76825,16
202330,21
181023,22
202746,25
108603,15
25227,13
40787,17
185488,23
92404,20
133381,18
255448,26
57907,20
67425,16
181855,23
6352,15
94371,18
200755,22
168937,17
257985,30
51479,15
44140,18
122237,20
111103,19
227362,25
112505,16
178981,24
217653,25
209025,22
41890,15
72864,18
176822,25
185315,19
243777,27
234754,25
30109,17
80358,19
158838,20
71817,16
75029,19
116046,17
226948,23
61861,19
148986,21
199393,24
206101,24
182355,21
181709,22
54945,22
105431,23
186811,20
112029,20
116050,15
111550,19
62275,22
151490,23
256428,31
213948,22
235028,26
143814,22
206305,27
142317,23
193897,23
70459,17
66414,16
225002,27
246178,30
21302,15
203596,24
145417,23
18427,13
127984,18
122163,19
234607,24
32849,19
113804,21
216519,23
205729,24
44700,16
74896,18
69650,19
91159,19
205834,24
238182,25
232912,26
238866,26
45299,17
229601,24
198793,24
248348,28
259255,35
250762,26
144433,24
188942,21
133914,24
11307,14
92515,19
108713,22
232892,25
19040,20
56266,19
57530,15
226304,24
237223,25
236495,28
211055,27
118198,17
46342,21
184345,17
108295,22
254036,29
191714,23
61367,15
180203,24
25762,9
34323,15
214534,23
1150,10
14150,15
60284,18
116120,20
103993,20
32798,15
216640,26
193999,25
22508,13
10208,16
175773,22
212578,27
251237,31
216620,26
229390,21
19156,13
222644,25
130740,19
89609,19
43885,17
94790,17
185764,20
65359,20
170697,21
183853,27
98946,22
2723,8
74033,24
257284,31
23441,14
23671,16
87967,17
227665,26
109353,23
14375,17
81264,21
163599,23
33909,17
236028,24
100046,18
187869,24
256972,28
24521,17
152431,20
9608,13
241774,29
127726,18
240570,29
174418,23
103700,17
72476,18
75864,19
44267,22
144159,20
234665,22
86653,22
165399,24
80653,18
122704,19
13928,13
134288,15
261372,41
65714,17
62129,13
251723,26
247040,27
154899,20
88816,17
87845,22
206291,23
94830,18
167163,22
189201,27
33645,20
234213,22
219943,22
54779,20
204230,21
108886,20
42061,16
24630,16
22316,19
75410,22
95576,19
171466,19
47248,17
34249,20
1446,13
59725,16
52592,16
34161,13
6604,8
212839,21
95966,18
133638,18
87150,20
200266,23
91249,19
42812,19
155229,21
71586,22
165393,22
121962,19
88603,17
92329,18
195691,20
107304,18
149804,22
13626,16
35065,14
26470,19
170774,21
251026,26
119396,24
251646,26
166231,24
40327,16
118922,22
200461,20
15873,15
120172,20
215334,22
203343,24
119609,23
126799,21
167358,25
63584,19
136581,20
138200,23
42230,20
75272,20
31580,12
81131,17
22398,18
44022,20
155932,21
19353,16
129757,22
176631,21
189577,22
253014,21
209621,20
157733,20
178426,24
130410,20
14190,12
239592,25
71660,20
51637,20
68289,16
56841,19
39192,15
259229,37
193525,19
218720,24
13692,11
31178,18
52149,17
25815,13
187525,19
21348,14
140311,23
9832,15
188435,25
16523,17
181330,18
251531,28
29185,11
104852,20
150172,22
254692,23
14614,13
20373,14
144926,19
637,6
52390,20
114001,25
94673,17
102452,18
143169,20
160956,23
81745,13
256704,30
37898,14
236381,30
181839,24
123109,25
190587,25
50335,20
68461,16
57199,18
256074,33
57545,18
190469,23
211951,33
65478,21
87752,19
187107,20
35959,18
64354,14
143738,18
205188,22
221782,23
71967,22
77563,21
15941,13
60522,19
158956,25
242528,27
121977,22
129498,22
153798,20
35267,18
237015,27
213783,25
259829,32
204017,23
34173,17
165326,19
134547,20
149695,20
25952,15
111476,18
245476,27
185590,21
148311,22
119606,20
137663,21
44067,22
242475,20
225423,26
51790,15
169390,21
171214,22
66009,18
22739,15
13455,14
206569,23
213883,19
36549,16
78340,18
126147,21
191968,21
214318,21
213233,22
102292,16
112262,18
202794,25
98246,21
232932,23
201192,21
180372,23
229138,24
225857,26
261248,43
92429,19
203514,24
111814,18
64080,18
252310,27
33002,15
169418,18
190186,24
31422,21
44966,15
207134,21
76956,16
50109,16
141731,20
36759,18
148040,18
42945,20
78601,22
81733,21
219993,26
253784,26
64190,19
216131,23
86081,17
210957,22
164143,23
122216,21
106757,23
246520,31
39416,15
220345,26
159431,20
21908,10
224679,24
95584,16
14726,15
197241,22
260973,37
23134,14
80038,17
69908,17
168682,24
73229,24
164628,20
41138,14
201027,23
61699,23
104938,17
195886,21
83069,18
235259,26
167862,24
146736,24
72390,20
118076,21
168970,22
143215,23
216396,25
53035,15
27618,17
99478,21
64541,18
107575,19
99493,19
188840,25
205056,25
116216,22
113251,22
231285,26
218483,24
168434,24
84133,21
171782,18
117437,18
180585,21
46128,18
207551,23
174316,26
242622,26
212450,23
212878,18
254937,32
184952,24
28233,17
31471,16
237821,24
38896,13
131024,18
72565,24
61174,15
86498,22
175946,23
201731,27
34077,17
170750,21
189732,22
123322,20
77795,18
26969,16
34245,11
88411,21
208863,22
123138,20
144302,20
199636,23
146141,24
195795,23
28261,15
100436,16
197532,20
125110,22
172620,23
189376,23
182677,24
241763,27
142332,21
64397,15
766,6
241291,21
129708,24
243923,28
216422,25
50067,16
611,5
57738,18
209167,21
1402,11
123462,21
47370,16
134211,19
242278,30
246533,28
24609,15
198431,21
46627,17
100630,23
183451,17
150641,20
65600,14
215365,22
131168,22
247549,26
122124,18
188376,22
245357,26
206741,21
16279,13
86501,20
13034,17
73150,19
100719,21
125158,21
243174,24
9369,12
66927,15
145336,21
239203,26
253932,28
213213,24
212161,25
107894,19
20824,18
102243,19
48929,14
97726,19
29861,10
116177,20
245097,26
27268,16
155160,22
60271,17
125130,20
179882,21
196453,20
97381,23
224619,26
158414,23
371,8
203566,24
101877,18
131848,20
7246,11
158542,22
74960,20
183121,22
153289,23
169210,22
105250,19
68684,18
51820,18
108180,20
215061,25
186803,25
152515,25
61098,18
82378,19
57194,17
236559,27
155659,24
25699,12
89976,20
75641,16
133319,20
99872,21
158618,21
85415,22
241832,24
177920,24
114289,21
211725,25
88630,21
258898,35
103527,25
133005,22
67026,19
121963,21
90326,16
156688,18
104097,18
211317,23
18940,16
19017,14
158806,24
171001,22
212428,20
32025,17
99460,19
212904,22
171662,22
249041,26
8584,15
138721,22
254222,24
9708,13
260917,39
146393,20
237678,26
166351,22
66726,18
172363,22
200671,25
183850,20
135421,21
168716,21
15756,13
25272,14
180863,23
252044,26
252757,24
240293,20
59202,16
124198,21
128769,22
105955,25
235054,25
227363,25
243771,25
141412,22
166225,20
179505,23
195663,26
42036,20
93072,21
209418,27
143622,16
138132,20
174722,22
172867,21
19079,11
163370,22
229881,24
240985,26
57002,15
202255,23
72109,19
51082,16
186104,26
104164,25
229744,23
154259,20
103881,25
105420,20
218175,25
2271,14
141816,18
129829,22
181301,20
44490,19
255093,33
3718,15
174374,17
116532,24
31579,12
17230,13
84408,17
245748,25
131879,21
172371,23
80146,22
140227,20
145701,24
67149,15
126827,20
223182,21
106672,21
67230,21
9169,15
175612,24
89670,22
172108,23
249146,26
226226,24
227819,25
4983,12
238853,27
168441,20
228397,18
261576,59
24302,18
224926,21
254529,31
56166,17
129716,22
198128,23
13788,13
47446,15
85747,19
51240,12
23245,15
86755,16
210717,22
29894,19
137812,21
21659,13
107892,19
253053,27
238717,26
244038,24
135480,23
214345,24
72054,15
77697,17
71726,17
46492,18
98423,19
146910,21
104597,21
185096,22
79599,20
34064,20
260625,33
232632,26
96233,19
56646,16
123651,19
33385,16
176264,20
79779,16
80494,20
102875,25
55499,20
55111,17
34053,18
97740,23
217383,24
168524,27
235473,26
249852,30
97954,18
71148,20
137068,20
119635,18
37110,18
187393,26
252456,30
202664,25
86649,23
229839,26
160115,26
5362,12
95632,17
188288,21
172164,20
181141,21
190813,21
3640,9
150681,24
243057,25
107187,16
243826,25
84006,22
21287,19
33561,15
149903,19
176218,21
145859,19
99262,20
46002,18
50195,19
19313,19
103772,22
22050,18
230539,25
152411,21
69157,16
44631,20
186199,23
36278,15
84900,17
118029,24
231535,27
228871,27
10780,10
134344,22
31684,15
10317,8
111242,17
164989,21
142405,19
226473,24
256070,26
235997,25
167497,21
256391,30
257442,32
26164,13
8992,11
153307,22
153046,22
16764,17
6516,13
250654,27
249581,24
143164,19
36200,14
60652,19
47842,19
79567,19
32923,20
86845,19
190307,21
233697,28
179022,21
109342,20
199245,22
112215,20
155243,23
215288,25
69982,18
240870,27
182302,24
198129,23
86627,20
107424,21
129120,20
227431,23
206974,25
16771,15
188247,23
5105,13
107499,22
57241,16
231408,22
140466,19
152899,22
220693,25
12355,15
182097,18
108854,18
93680,17
136512,18
135457,22
88803,22
132485,22
87534,22
130630,20
24930,15
237795,27
40330,21
27081,17
239316,24
43740,15
10597,17
56897,19
177491,21
146351,21
138150,17
188080,24
186689,20
234738,25
52899,20
15695,14
118980,19
209713,23
